,HDFCBANK,ICICIBANK,SBIN,AXISBANK,KOTAKBANK,INDUSINDBANK,AUBANK,FEDERALBNK,IDFCFIRSTB,BANKBARODA,PNB,CANBK,UNIONBANK,YESBANK
10-Jul-22,-0.038141624,-0.046542695,-0.037400952,-0.044415968,-0.027623981,-0.035157979,-0.025350679,-0.039948834,-0.031558571,-0.037316309,-0.02454893,-0.027088338,-0.025191551,-0.014624958
17-Jul-22,-0.034797053,-0.03510132,-0.03021636,-0.045716637,-0.027290129,-0.037846701,-0.022982148,-0.035717634,-0.026599993,-0.029362853,-0.024994605,-0.028754155,-0.021435854,-0.011778817
24-Jul-22,-0.043949267,-0.052328054,-0.045063419,-0.056133736,-0.030168234,-0.035379529,-0.032545032,-0.043116072,-0.033269155,-0.043138925,-0.030975244,-0.032703375,-0.027878342,-0.018930822
31-Jul-22,-0.038057238,-0.047648007,-0.042571983,-0.05387409,-0.023679118,-0.036142868,-0.031293855,-0.039395361,-0.027757997,-0.038827673,-0.029588327,-0.033063011,-0.028536252,-0.015812258
07-Aug-22,-0.034081486,-0.041180845,-0.034977252,-0.042393265,-0.024818678,-0.036786353,-0.022824271,-0.036321354,-0.027725481,-0.032209097,-0.022807198,-0.026474678,-0.024656224,-0.013006112
14-Aug-22,-0.03352722,-0.039302939,-0.032415578,-0.037473314,-0.023934748,-0.033268637,-0.021237203,-0.034747726,-0.027476151,-0.031607683,-0.021831516,-0.025075095,-0.024070574,-0.012785632
21-Aug-22,-0.033150545,-0.038317245,-0.033462643,-0.043543749,-0.024018621,-0.037197083,-0.022982472,-0.035155879,-0.025945162,-0.030476198,-0.023568226,-0.027645325,-0.024072732,-0.012263787
28-Aug-22,-0.032329304,-0.036296051,-0.033929395,-0.049047092,-0.023132415,-0.040078654,-0.024814086,-0.03470664,-0.023553138,-0.028962717,-0.025592856,-0.030547224,-0.024168408,-0.011643651
04-Sep-22,-0.035652859,-0.039395431,-0.035646152,-0.049116859,-0.028088474,-0.040849533,-0.024028672,-0.036979188,-0.027625983,-0.030784032,-0.024901583,-0.028780373,-0.023471104,-0.013686879
11-Sep-22,-0.033488121,-0.041741721,-0.036564377,-0.04388656,-0.02204939,-0.035557205,-0.024806619,-0.035605415,-0.026006133,-0.033087168,-0.024275072,-0.02823664,-0.026310636,-0.013270446
18-Sep-22,-0.0390791,-0.036473166,-0.035182962,-0.055566496,-0.034339064,-0.044298059,-0.024494178,-0.037765465,-0.028962468,-0.029094962,-0.027245394,-0.030638301,-0.020887723,-0.015318356
25-Sep-22,-0.040775669,-0.038366436,-0.036345638,-0.055962696,-0.036781012,-0.044903736,-0.024298333,-0.039092278,-0.031044422,-0.030195919,-0.026976125,-0.029866906,-0.020675308,-0.016347803
02-Oct-22,-0.039268549,-0.041692432,-0.042144553,-0.065268747,-0.031115223,-0.047349215,-0.030491401,-0.039782695,-0.02720784,-0.032551655,-0.031058302,-0.035472144,-0.024785705,-0.016045735
09-Oct-22,-0.037251554,-0.039716677,-0.034915042,-0.043499672,-0.02995845,-0.036953641,-0.02185022,-0.036236811,-0.029820778,-0.031449297,-0.023388244,-0.02601802,-0.022980781,-0.015463319
16-Oct-22,-0.039562952,-0.040643842,-0.041144919,-0.062132339,-0.030381338,-0.043641599,-0.03005708,-0.038337996,-0.026981797,-0.032759344,-0.031140305,-0.034994725,-0.024873572,-0.016797086
23-Oct-22,-0.037399498,-0.040467471,-0.035699117,-0.041709212,-0.028150925,-0.033651535,-0.022574997,-0.035329038,-0.029379203,-0.032742799,-0.023906511,-0.026188825,-0.024204952,-0.016338383
30-Oct-22,-0.032834461,-0.039523438,-0.03767159,-0.046740444,-0.019631029,-0.034641363,-0.026690605,-0.033345058,-0.022975666,-0.032107074,-0.026557811,-0.030901271,-0.027498619,-0.014088607
06-Nov-22,-0.035470765,-0.035615046,-0.031355057,-0.035608775,-0.026391513,-0.030036435,-0.019892871,-0.032026493,-0.027561534,-0.029925029,-0.022492832,-0.02465133,-0.023005367,-0.015496239
13-Nov-22,-0.026256155,-0.034951947,-0.032373389,-0.034908025,-0.011452778,-0.029259807,-0.022796991,-0.028308548,-0.018464531,-0.028691883,-0.022586344,-0.027799073,-0.028056344,-0.010721459
20-Nov-22,-0.030141065,-0.028636742,-0.026942432,-0.033512139,-0.020602688,-0.029688651,-0.01870607,-0.027711196,-0.021715919,-0.024940612,-0.022044576,-0.025722336,-0.02260271,-0.012312502
27-Nov-22,-0.031468187,-0.030977413,-0.028175529,-0.031880224,-0.020365341,-0.026650052,-0.019465944,-0.028119339,-0.022892595,-0.027378616,-0.022419234,-0.025408187,-0.023583613,-0.013525763
04-Dec-22,-0.026237257,-0.029534399,-0.026301242,-0.026454867,-0.013900255,-0.025526128,-0.017838161,-0.025692453,-0.019393202,-0.025452206,-0.019856603,-0.024062311,-0.024824621,-0.010615241
11-Dec-22,-0.030888219,-0.023408712,-0.021893275,-0.029285622,-0.023755047,-0.027724038,-0.015430973,-0.025921227,-0.022411558,-0.022012835,-0.020973916,-0.023860083,-0.019419897,-0.012365754
18-Dec-22,-0.029810635,-0.027341617,-0.027347744,-0.037803238,-0.019951695,-0.031446646,-0.020407523,-0.027527672,-0.020043974,-0.024208721,-0.023870413,-0.028118884,-0.022735042,-0.011946935
25-Dec-22,-0.02858458,-0.023937538,-0.023987074,-0.035454883,-0.022476276,-0.03453986,-0.016614351,-0.026967084,-0.020473026,-0.020425242,-0.021124656,-0.025633608,-0.020115178,-0.010583079
01-Jan-23,-0.03102888,-0.032421449,-0.027726325,-0.028394254,-0.021137959,-0.027131831,-0.017373034,-0.02887199,-0.024505542,-0.027453931,-0.019928562,-0.022778496,-0.023203292,-0.013027959
08-Jan-23,-0.031508269,-0.026829513,-0.025903444,-0.03660214,-0.024032444,-0.032271236,-0.018469452,-0.028429191,-0.022513515,-0.023645496,-0.022767226,-0.026351903,-0.020776799,-0.012440004
15-Jan-23,-0.030998298,-0.034188816,-0.032840393,-0.040803501,-0.018443596,-0.031460043,-0.023744993,-0.030127887,-0.021297849,-0.028918392,-0.025074687,-0.029292882,-0.025852342,-0.013101582
22-Jan-23,-0.032613572,-0.028944478,-0.02645305,-0.032124124,-0.023626329,-0.02779402,-0.018097626,-0.02822194,-0.023986478,-0.025916094,-0.022152041,-0.024788588,-0.021651001,-0.013796354
29-Jan-23,-0.031597235,-0.028148321,-0.028821684,-0.043604485,-0.025390639,-0.038331191,-0.019986976,-0.030135972,-0.022304139,-0.0231339,-0.023705739,-0.028144572,-0.021117811,-0.012329685
05-Feb-23,-0.032287899,-0.038206641,-0.037307951,-0.045298138,-0.017773965,-0.032098064,-0.026915369,-0.031629645,-0.021583249,-0.03182101,-0.027068634,-0.03133118,-0.028083404,-0.01447355
12-Feb-23,-0.035386476,-0.027884281,-0.027272831,-0.036359904,-0.026629363,-0.027931385,-0.019596622,-0.028362928,-0.024567823,-0.026101494,-0.024691154,-0.02675229,-0.020999255,-0.015745998
19-Feb-23,-0.033930587,-0.030448032,-0.029876107,-0.037772064,-0.023367091,-0.028580394,-0.021278861,-0.028703021,-0.02328927,-0.027382384,-0.024969913,-0.027713242,-0.023173381,-0.015267874
26-Feb-23,-0.031937898,-0.024728271,-0.028084406,-0.044552701,-0.023790455,-0.034823143,-0.021518238,-0.02749562,-0.019861539,-0.022423223,-0.026345002,-0.030557173,-0.021432698,-0.013447133
05-Mar-23,-0.030494098,-0.027844084,-0.026808092,-0.03026023,-0.019181288,-0.025058332,-0.018656327,-0.025703159,-0.021106689,-0.025445637,-0.022450222,-0.025483867,-0.023372059,-0.013711915
12-Mar-23,-0.027353155,-0.022903414,-0.022680813,-0.027704535,-0.018630205,-0.027434475,-0.015407236,-0.023794219,-0.01917784,-0.020814019,-0.020113217,-0.024001712,-0.021353904,-0.011275424
19-Mar-23,-0.023576044,-0.023899769,-0.024639832,-0.031035664,-0.013665605,-0.031141701,-0.017077237,-0.02375957,-0.015851737,-0.020116358,-0.020141362,-0.025787917,-0.023423354,-0.00895842
26-Mar-23,-0.027121691,-0.02722155,-0.027149196,-0.033514612,-0.01762689,-0.031614138,-0.018113137,-0.02613447,-0.019080576,-0.022704392,-0.021082278,-0.025808416,-0.023386182,-0.011096421
02-Apr-23,-0.040847705,-0.040741471,-0.041444162,-0.052738347,-0.026800385,-0.031281089,-0.029971975,-0.034220411,-0.026573187,-0.035509654,-0.031643037,-0.033642347,-0.027245667,-0.02040604
09-Apr-23,-0.019125248,-0.022096527,-0.017995907,-0.007636791,-0.00679292,-0.017607846,-0.009951805,-0.018420483,-0.015475062,-0.019738277,-0.013100863,-0.017525639,-0.023907932,-0.007623141
16-Apr-23,-0.028501097,-0.025892036,-0.023142301,-0.021374885,-0.017756731,-0.021554409,-0.014822034,-0.02369794,-0.021127314,-0.023908154,-0.019046005,-0.021764981,-0.022503334,-0.01266124
23-Apr-23,-0.027822679,-0.023871037,-0.02558755,-0.033826321,-0.016143999,-0.027130361,-0.019791779,-0.023854428,-0.017045667,-0.022588689,-0.02391411,-0.028224223,-0.023391577,-0.01195163
30-Apr-23,-0.031953424,-0.033422363,-0.0325204,-0.03423137,-0.016672431,-0.023315409,-0.023150611,-0.027060094,-0.021079825,-0.030116776,-0.025224647,-0.02812796,-0.026979883,-0.015627082
07-May-23,-0.026540671,-0.02769845,-0.029193406,-0.033806088,-0.012952306,-0.027242804,-0.020959898,-0.02418524,-0.01642706,-0.024396246,-0.0234174,-0.028186543,-0.026097896,-0.012136932
14-May-23,-0.032230248,-0.031583085,-0.032078341,-0.036191515,-0.019926264,-0.027343584,-0.021502158,-0.02718115,-0.021645537,-0.027569985,-0.024394846,-0.027480408,-0.025362872,-0.015749744
21-May-23,-0.022349269,-0.017600688,-0.016484168,-0.013253166,-0.013841642,-0.021427481,-0.009257943,-0.018536443,-0.016727959,-0.016692159,-0.014847394,-0.018755428,-0.02053564,-0.009227477
28-May-23,-0.029417295,-0.027564972,-0.025831086,-0.024505492,-0.017875152,-0.022293706,-0.016507347,-0.024208767,-0.021143593,-0.025020307,-0.020339629,-0.023063866,-0.023624443,-0.013817333
04-Jun-23,-0.027342593,-0.023527501,-0.02353041,-0.025218422,-0.015821286,-0.022746431,-0.0164418,-0.022290437,-0.018229449,-0.022381262,-0.020926705,-0.024397959,-0.023031668,-0.012359906
11-Jun-23,-0.029758568,-0.022246405,-0.021767834,-0.02381444,-0.02025507,-0.022137195,-0.014715006,-0.022643275,-0.020675824,-0.021905816,-0.02049543,-0.022968817,-0.020918321,-0.013524291
18-Jun-23,-0.029509717,-0.026396585,-0.025115848,-0.024770588,-0.017368656,-0.021131968,-0.017055129,-0.02360025,-0.020437362,-0.024897336,-0.021234091,-0.023902265,-0.023511919,-0.013833758
25-Jun-23,-0.027060725,-0.019098542,-0.019150797,-0.021848331,-0.018129187,-0.022615443,-0.013264678,-0.020972693,-0.018515137,-0.019271747,-0.019362175,-0.022555362,-0.020269505,-0.011631162
02-Jul-23,-0.032645097,-0.029397735,-0.026319609,-0.023654316,-0.020672051,-0.019437701,-0.016981498,-0.025355738,-0.023883455,-0.027539551,-0.021165184,-0.022636528,-0.023307322,-0.015746731
09-Jul-23,-0.028887671,-0.023125826,-0.020991254,-0.020090811,-0.019405083,-0.02106389,-0.013378989,-0.022700844,-0.021244082,-0.02222166,-0.018745767,-0.021149107,-0.02099903,-0.01284886
16-Jul-23,-0.027402345,-0.027107649,-0.026089465,-0.026325194,-0.013536339,-0.021706539,-0.018728764,-0.023415644,-0.018198281,-0.025244945,-0.021869405,-0.025451585,-0.025071875,-0.012487359
23-Jul-23,-0.029175585,-0.02599054,-0.02478872,-0.025685855,-0.017751066,-0.022652412,-0.016858106,-0.023901429,-0.020332479,-0.024253556,-0.021058458,-0.023985819,-0.023097016,-0.013288692
30-Jul-23,-0.029347773,-0.018999843,-0.018643546,-0.021724149,-0.020401586,-0.020679102,-0.013537372,-0.021363255,-0.020021687,-0.020299135,-0.020327076,-0.022665737,-0.019512344,-0.012868519
06-Aug-23,-0.027127899,-0.019201297,-0.018718678,-0.021128726,-0.017539408,-0.021326524,-0.013588015,-0.020951066,-0.018473048,-0.019861422,-0.019634038,-0.022707684,-0.020377827,-0.011495403
13-Aug-23,-0.029320587,-0.02386068,-0.024256633,-0.030021856,-0.01867296,-0.025125593,-0.017849297,-0.023951718,-0.019285354,-0.022873689,-0.022630947,-0.025992889,-0.022242554,-0.012864154
20-Aug-23,-0.031446503,-0.025729806,-0.027085154,-0.035824724,-0.021029801,-0.027790318,-0.019969811,-0.025718189,-0.020292057,-0.024097061,-0.024573413,-0.027870405,-0.022558794,-0.014144826
27-Aug-23,-0.028494374,-0.024583397,-0.02486451,-0.029239903,-0.01775239,-0.02551598,-0.017501918,-0.02384868,-0.01905223,-0.02281767,-0.021854353,-0.025435701,-0.022796081,-0.012633224
03-Sep-23,-0.026325494,-0.024509633,-0.022850531,-0.021245689,-0.014520017,-0.021299272,-0.015218493,-0.022205401,-0.018617155,-0.022833186,-0.019208457,-0.022622591,-0.023330834,-0.011685184
10-Sep-23,-0.031840432,-0.028012203,-0.025957619,-0.025596346,-0.019942738,-0.020709428,-0.017509715,-0.024944875,-0.022542616,-0.026491002,-0.021823079,-0.023785609,-0.023187748,-0.0150848
17-Sep-23,-0.029220534,-0.028607437,-0.027011628,-0.026116234,-0.015768889,-0.021304584,-0.01853703,-0.024301724,-0.020125137,-0.026377733,-0.021780528,-0.024715553,-0.024893246,-0.013764591
24-Sep-23,-0.02338201,-0.014739522,-0.016862305,-0.022792998,-0.014030488,-0.023760546,-0.013426988,-0.018591253,-0.014180175,-0.01604283,-0.019769842,-0.024303445,-0.020232264,-0.009203402
01-Oct-23,-0.031131583,-0.023200466,-0.023305008,-0.02825562,-0.021796808,-0.024152592,-0.016379831,-0.023967612,-0.021182074,-0.022658476,-0.022077386,-0.024595011,-0.020945956,-0.014069871
08-Oct-23,-0.031045742,-0.019035414,-0.017360153,-0.018429704,-0.02347855,-0.019266305,-0.011555204,-0.021731771,-0.022506087,-0.020504682,-0.019044864,-0.020438921,-0.018163652,-0.013790866
15-Oct-23,-0.028538531,-0.024679412,-0.024004872,-0.026228219,-0.016426477,-0.022039947,-0.017511526,-0.023214056,-0.019031702,-0.023836835,-0.021864465,-0.02503453,-0.023148677,-0.012756843
22-Oct-23,-0.028845574,-0.019850881,-0.020382245,-0.026018272,-0.019574965,-0.023413521,-0.015280953,-0.022138874,-0.019028679,-0.020440639,-0.021451552,-0.024483115,-0.020288407,-0.012400635
29-Oct-23,-0.025538289,-0.017414511,-0.020005086,-0.029000208,-0.015610163,-0.025882401,-0.016400473,-0.020752085,-0.015089761,-0.018180666,-0.022220189,-0.026726099,-0.020995849,-0.010290213
05-Nov-23,-0.028115082,-0.025930902,-0.024864383,-0.025464445,-0.015520428,-0.021827863,-0.017538952,-0.023336121,-0.019067332,-0.024422253,-0.021379009,-0.024622874,-0.023879593,-0.012752093
12-Nov-23,-0.028352054,-0.025655163,-0.02432692,-0.024386589,-0.016379924,-0.021726067,-0.016707649,-0.023306178,-0.019646308,-0.02411755,-0.020790269,-0.023840362,-0.023389999,-0.012877052
19-Nov-23,-0.027662978,-0.029948506,-0.028919144,-0.02895265,-0.013517377,-0.023770637,-0.019900487,-0.024761507,-0.018686811,-0.026499727,-0.022102098,-0.025943929,-0.026236059,-0.012859289
26-Nov-23,-0.030549635,-0.023245325,-0.022533516,-0.024890191,-0.021090865,-0.022570476,-0.015196737,-0.023405317,-0.021388873,-0.022634066,-0.020841463,-0.0231787,-0.020992111,-0.013907927
03-Dec-23,-0.0327222,-0.031438186,-0.029135275,-0.028835268,-0.021040703,-0.023494599,-0.018631543,-0.026933701,-0.02380616,-0.028002625,-0.022000941,-0.024104069,-0.024120487,-0.015698698
10-Dec-23,-0.031521174,-0.033931338,-0.03045952,-0.026519438,-0.018306798,-0.022150457,-0.018846098,-0.02700433,-0.023559068,-0.029453317,-0.021066263,-0.023342195,-0.025773969,-0.015364433
17-Dec-23,-0.026466412,-0.03202707,-0.029653717,-0.026133162,-0.012440965,-0.024099138,-0.018696329,-0.025144338,-0.019251876,-0.026922457,-0.02000734,-0.024021789,-0.026973041,-0.012336483
24-Dec-23,-0.032267964,-0.027842831,-0.029486752,-0.03861719,-0.0226643,-0.030635911,-0.020399458,-0.027105261,-0.021381096,-0.02463199,-0.024535845,-0.027925742,-0.022934557,-0.014832063
31-Dec-23,-0.02920664,-0.030986306,-0.028640663,-0.027060801,-0.018572531,-0.026422911,-0.016787897,-0.026315634,-0.022235085,-0.025799853,-0.019414354,-0.022640472,-0.024411032,-0.013553107
07-Jan-24,-0.031197516,-0.02469812,-0.024688279,-0.029507324,-0.022352379,-0.02603973,-0.016468811,-0.024869576,-0.021753189,-0.022960801,-0.021695325,-0.024388258,-0.021273832,-0.014144516
14-Jan-24,-0.029369958,-0.030357812,-0.030466211,-0.034180953,-0.016791491,-0.027573894,-0.020758864,-0.026252149,-0.019717117,-0.026262555,-0.02322977,-0.027116518,-0.025560777,-0.013652181
21-Jan-24,-0.030068039,-0.025741363,-0.0281087,-0.037745976,-0.020681016,-0.031318681,-0.019623277,-0.025809534,-0.019466355,-0.022698209,-0.02383975,-0.027894203,-0.022801336,-0.013479123
28-Jan-24,-0.028891477,-0.025492566,-0.027936986,-0.036768506,-0.01910381,-0.031083408,-0.019410502,-0.025208758,-0.018568943,-0.022307006,-0.023383375,-0.02773178,-0.023227333,-0.01292602
04-Feb-24,-0.029234159,-0.03706309,-0.036590101,-0.037445931,-0.014640404,-0.029636207,-0.023396348,-0.028477655,-0.020231775,-0.029749036,-0.023466253,-0.027844684,-0.028973671,-0.014377512
11-Feb-24,-0.031906494,-0.027700351,-0.028638966,-0.035127179,-0.024488753,-0.03173057,-0.017395255,-0.027026926,-0.022813021,-0.023273931,-0.02177909,-0.024973083,-0.02194591,-0.014801787
18-Feb-24,-0.031851311,-0.033366037,-0.033571319,-0.03776898,-0.021016607,-0.031129109,-0.020952202,-0.028576624,-0.022502372,-0.02730361,-0.023193681,-0.026709309,-0.025424291,-0.015354957
25-Feb-24,-0.030404533,-0.03146319,-0.031976732,-0.03593361,-0.019687368,-0.03062618,-0.020002713,-0.027335138,-0.021285209,-0.025885284,-0.022512663,-0.026305059,-0.025113821,-0.014497631
03-Mar-24,-0.025402714,-0.026591499,-0.025093314,-0.02294506,-0.016271111,-0.027289939,-0.013625471,-0.023687011,-0.019699654,-0.021595541,-0.01682273,-0.020918241,-0.023348386,-0.011290822
10-Mar-24,-0.029744775,-0.029633427,-0.029983553,-0.033603886,-0.01832647,-0.028180016,-0.019651273,-0.02611041,-0.020345094,-0.025413925,-0.02258229,-0.026283009,-0.024807647,-0.013982578
17-Mar-24,-0.026868427,-0.020067711,-0.022214513,-0.029619312,-0.019325237,-0.029355306,-0.014895234,-0.022528219,-0.017878873,-0.018335636,-0.020430153,-0.024660636,-0.020645368,-0.011411486
24-Mar-24,-0.029172208,-0.024540276,-0.024176276,-0.026069345,-0.019228092,-0.02422736,-0.015778773,-0.02356729,-0.020418788,-0.02268779,-0.020547681,-0.023531582,-0.022184321,-0.013353233
31-Mar-24,-0.034245284,-0.033745937,-0.03566783,-0.044264082,-0.021028376,-0.030010002,-0.025316378,-0.029080447,-0.021697111,-0.029438123,-0.027727255,-0.031017153,-0.026383544,-0.016872949
07-Apr-24,-0.024989386,-0.018503307,-0.015365275,-0.008179093,-0.016779422,-0.017228011,-0.007561813,-0.018794069,-0.019899599,-0.018310833,-0.013857684,-0.016241745,-0.019589156,-0.010992414
14-Apr-24,-0.029715713,-0.022153683,-0.021526581,-0.023743844,-0.020731756,-0.022754377,-0.014319488,-0.022831777,-0.020923474,-0.021615127,-0.020144981,-0.022649833,-0.020611691,-0.013351107
21-Apr-24,-0.029396972,-0.022241648,-0.023779995,-0.032414789,-0.02154831,-0.029390218,-0.016541238,-0.024348302,-0.019699863,-0.020530544,-0.021959897,-0.025638804,-0.020709001,-0.012614777
28-Apr-24,-0.030591404,-0.028240087,-0.027914544,-0.030524855,-0.017583831,-0.023152212,-0.019902276,-0.024970406,-0.020243622,-0.026324454,-0.023522682,-0.026466567,-0.024521047,-0.014443968
05-May-24,-0.032133058,-0.033323522,-0.035298799,-0.04462308,-0.02010296,-0.033209776,-0.024363107,-0.029203223,-0.020784528,-0.02779695,-0.026332019,-0.03049262,-0.026213496,-0.015219419
12-May-24,-0.029377192,-0.030441242,-0.033577842,-0.045953126,-0.021684646,-0.040557241,-0.021227227,-0.029172294,-0.019964771,-0.023013191,-0.023531332,-0.028973018,-0.024228489,-0.012894057
19-May-24,-0.03324745,-0.041493752,-0.040645964,-0.045292091,-0.023531095,-0.03894029,-0.0231154,-0.033645598,-0.025489491,-0.030429458,-0.022928621,-0.027057563,-0.027359816,-0.015996213
26-May-24,-0.030479826,-0.044553963,-0.043036667,-0.045585216,-0.019991757,-0.04149636,-0.023537379,-0.034372446,-0.024347574,-0.030949139,-0.021497367,-0.02672927,-0.029395815,-0.014471314
02-Jun-24,-0.033995098,-0.040993356,-0.044700279,-0.063165543,-0.028607813,-0.053817522,-0.0263184,-0.037215098,-0.024623763,-0.027378214,-0.026062719,-0.032152631,-0.026138414,-0.015229088
09-Jun-24,-0.035271907,-0.039350179,-0.036381097,-0.03571574,-0.025295208,-0.030752789,-0.020115131,-0.0317689,-0.027744255,-0.031011665,-0.021573056,-0.023783951,-0.025647449,-0.017503279
16-Jun-24,-0.027852462,-0.027330844,-0.027097649,-0.028123283,-0.016289683,-0.025465231,-0.017563389,-0.024151269,-0.019279146,-0.023983662,-0.020883956,-0.02458681,-0.024352597,-0.012938396
23-Jun-24,-0.028314565,-0.026180558,-0.026502349,-0.029388686,-0.017849531,-0.026770521,-0.017233576,-0.024263894,-0.019500468,-0.023059651,-0.021073768,-0.024770426,-0.023446014,-0.012978929
30-Jun-24,-0.032610254,-0.031656614,-0.029667581,-0.029344421,-0.0222896,-0.025733457,-0.017704758,-0.02728449,-0.024337848,-0.027159398,-0.021064123,-0.023316471,-0.023790666,-0.015757758
07-Jul-24,-0.028176798,-0.027447237,-0.025968125,-0.024716733,-0.016945921,-0.023744961,-0.016188412,-0.024063312,-0.020402657,-0.02423412,-0.019711058,-0.022925146,-0.023839749,-0.013073311
14-Jul-24,-0.029419014,-0.028530635,-0.027949159,-0.030135616,-0.01890868,-0.027185727,-0.017746558,-0.025643578,-0.020940204,-0.024595211,-0.021111718,-0.02455298,-0.023810012,-0.013547843
21-Jul-24,-0.029769229,-0.029809516,-0.030359396,-0.035842089,-0.019469125,-0.030916168,-0.019669529,-0.026992036,-0.020630225,-0.024882389,-0.022515253,-0.026526442,-0.02437758,-0.013602554
28-Jul-24,-0.028289111,-0.027445396,-0.02632611,-0.025838242,-0.016488833,-0.023557607,-0.017024859,-0.0240283,-0.019962969,-0.024530274,-0.020499733,-0.023777723,-0.024140442,-0.013165392
04-Aug-24,-0.026684149,-0.026409874,-0.027064935,-0.031270131,-0.016424862,-0.029451325,-0.017615385,-0.024583206,-0.018325798,-0.022341698,-0.020824702,-0.025364245,-0.023891672,-0.011716571
11-Aug-24,-0.027436765,-0.025870553,-0.027631066,-0.035520547,-0.01856709,-0.03283238,-0.018174082,-0.025472652,-0.018535554,-0.02150435,-0.021690577,-0.02648986,-0.0231372,-0.011802545
18-Aug-24,-0.029673392,-0.029771865,-0.029262779,-0.032149691,-0.019243984,-0.028718774,-0.018458617,-0.026508344,-0.021212728,-0.025100288,-0.021423644,-0.025039945,-0.02418534,-0.01363963
25-Aug-24,-0.031093555,-0.030558682,-0.030064305,-0.033045924,-0.019910778,-0.027460831,-0.019498068,-0.026853741,-0.021831323,-0.026369816,-0.022550373,-0.025730727,-0.024462391,-0.014653202
01-Sep-24,-0.031135537,-0.030599141,-0.02922249,-0.02994632,-0.020084467,-0.025862489,-0.018302879,-0.026532753,-0.022535425,-0.02648331,-0.021488217,-0.024301368,-0.024207503,-0.014786262
08-Sep-24,-0.028185105,-0.025754343,-0.027820199,-0.036634323,-0.019499065,-0.033067857,-0.018507167,-0.025699232,-0.018849965,-0.021608064,-0.022250253,-0.026904979,-0.022900155,-0.012225666
15-Sep-24,-0.027073466,-0.029551909,-0.027420562,-0.024032979,-0.014131954,-0.022858116,-0.017136733,-0.024173184,-0.019690527,-0.025605403,-0.019580506,-0.023105273,-0.025502652,-0.012683692
22-Sep-24,-0.029991286,-0.030596824,-0.029483442,-0.029872776,-0.017672243,-0.025090398,-0.019081315,-0.025909238,-0.021137444,-0.026652869,-0.021857586,-0.025029238,-0.025123618,-0.014275904
29-Sep-24,-0.028941896,-0.027041639,-0.025415897,-0.023917012,-0.017545189,-0.022317951,-0.016111949,-0.023850779,-0.020822148,-0.024522103,-0.020009503,-0.022831682,-0.023525901,-0.013564432
06-Oct-24,-0.024534019,-0.01301788,-0.016499554,-0.028011813,-0.020084992,-0.031422216,-0.011735974,-0.020326252,-0.015869829,-0.012963553,-0.019063762,-0.023940743,-0.017459352,-0.009034097
13-Oct-24,-0.027401795,-0.026407716,-0.026673452,-0.030882375,-0.016324422,-0.027595111,-0.018237012,-0.024557804,-0.018506049,-0.023213846,-0.021599846,-0.025806191,-0.023908714,-0.01202618
20-Oct-24,-0.028178726,-0.023659512,-0.023380365,-0.026983912,-0.019080115,-0.026227689,-0.015445013,-0.023743045,-0.019829053,-0.021564846,-0.020187544,-0.023674954,-0.02166502,-0.012216772
27-Oct-24,-0.029762697,-0.022768996,-0.025869391,-0.039347896,-0.022487633,-0.033961607,-0.018644841,-0.025729082,-0.019111677,-0.020298483,-0.023753554,-0.028139256,-0.020905887,-0.012465358
03-Nov-24,-0.032361569,-0.033271744,-0.033238716,-0.040207012,-0.022468974,-0.033223775,-0.021345981,-0.029735025,-0.023000149,-0.027154215,-0.023672316,-0.027348707,-0.024627024,-0.014836668
10-Nov-24,-0.025024153,-0.026135648,-0.026400617,-0.030139136,-0.014395878,-0.029505595,-0.017371294,-0.024197409,-0.017258326,-0.021895634,-0.020178054,-0.025190815,-0.024213418,-0.010500345
17-Nov-24,-0.029064383,-0.021713424,-0.023975409,-0.035250154,-0.022552704,-0.032753294,-0.016531362,-0.024953802,-0.019475696,-0.019361953,-0.021982593,-0.026159984,-0.02015505,-0.01202903
24-Nov-24,-0.033619509,-0.0349985,-0.033163074,-0.036918099,-0.024073893,-0.031499536,-0.020126638,-0.030461084,-0.025281331,-0.028457265,-0.022413788,-0.025310318,-0.024352126,-0.01562866
01-Dec-24,-0.029321937,-0.033929034,-0.034168468,-0.039298662,-0.015943099,-0.030880479,-0.023263434,-0.028246236,-0.019603844,-0.027989057,-0.024311217,-0.028870138,-0.027259187,-0.013533245
08-Dec-24,-0.02821662,-0.030372352,-0.026669118,-0.022056329,-0.01751917,-0.02402703,-0.014993613,-0.025448987,-0.022364246,-0.025493663,-0.017703698,-0.020709373,-0.024093223,-0.01290524
15-Dec-24,-0.031678196,-0.029626135,-0.030193309,-0.036871243,-0.02033431,-0.028566578,-0.02108906,-0.027134241,-0.021118643,-0.026226722,-0.02442692,-0.027813033,-0.024218569,-0.014633005
22-Dec-24,-0.027635023,-0.016837108,-0.021899189,-0.039153808,-0.022782228,-0.036284726,-0.016409258,-0.023626862,-0.016890182,-0.015571658,-0.022954633,-0.02805266,-0.018639579,-0.010721127
29-Dec-24,-0.033892289,-0.032381058,-0.033045264,-0.040288946,-0.022117243,-0.029317472,-0.022873655,-0.028753709,-0.022605412,-0.028317972,-0.025833041,-0.028839245,-0.024941417,-0.01619585
05-Jan-25,-0.030368912,-0.029353692,-0.029138414,-0.03237107,-0.019476687,-0.02754462,-0.018933043,-0.026233941,-0.021205905,-0.025419088,-0.022204843,-0.025555611,-0.024139433,-0.014174955
